name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,
Cent,0,1316->11148,114+04373,,1316,11148,Freeway,1,0.26080,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.943561,40.597990,0.0 -111.938789,40.599023,0.0</coordinates></LineString>","<LineString><coordinates>-111.943565,40.598006,0.0 -111.938793,40.599039,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1318->11160,114+04374,,1318,11160,Freeway,1,0.23840,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.943411,40.590874,0.0 -111.938878,40.590827,0.0</coordinates></LineString>","<LineString><coordinates>-111.943411,40.590891,0.0 -111.938878,40.590844,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1319->11124,114+04375,,1319,11124,Freeway,1,0.20540,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934397,40.607284,0.0 -111.931808,40.609513,0.0</coordinates></LineString>","<LineString><coordinates>-111.934408,40.607297,0.0 -111.931819,40.609526,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1320->5820,114+04376,,1320,5820,Freeway,1,0.34450,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934143,40.599979,0.0 -111.929258,40.603307,0.0</coordinates></LineString>","<LineString><coordinates>-111.934152,40.599993,0.0 -111.929267,40.603321,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1320->11148,114+04377,,1320,11148,Freeway,1,0.25270,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934155,40.600009,0.0 -111.938796,40.599055,0.0</coordinates></LineString>","<LineString><coordinates>-111.934152,40.599993,0.0 -111.938793,40.599039,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1322->5589,114+04378,,1322,5589,Freeway,1,0.22290,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934366,40.591005,0.0 -111.934080,40.587780,0.0</coordinates></LineString>","<LineString><coordinates>-111.934349,40.591006,0.0 -111.934063,40.587781,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1322->11161,114+04379,,1322,11161,Freeway,1,0.26700,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934349,40.590989,0.0 -111.929272,40.591030,0.0</coordinates></LineString>","<LineString><coordinates>-111.934349,40.591006,0.0 -111.929272,40.591047,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1323->5592,114+04380,,1323,5592,Freeway,1,0.26970,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.921434,40.591612,0.0 -111.922191,40.587745,0.0</coordinates></LineString>","<LineString><coordinates>-111.921418,40.591609,0.0 -111.922175,40.587742,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1325->10853,114+04381,,1325,10853,Freeway,1,0.15830,7,20.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.907451,40.592327,0.0 -111.904442,40.592368,0.0</coordinates></LineString>","<LineString><coordinates>-111.907451,40.592344,0.0 -111.904442,40.592385,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1346->11172,114+04383,,1346,11172,Freeway,1,0.25180,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.943605,40.584075,0.0 -111.938819,40.584154,0.0</coordinates></LineString>","<LineString><coordinates>-111.943605,40.584092,0.0 -111.938819,40.584171,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1348->5210,114+04385,,1348,5210,Freeway,1,0.25250,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.943542,40.576968,0.0 -111.938741,40.576944,0.0</coordinates></LineString>","<LineString><coordinates>-111.943542,40.576985,0.0 -111.938741,40.576961,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1349->5210,114+04386,,1349,5210,Freeway,1,0.23090,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934352,40.576887,0.0 -111.938741,40.576978,0.0</coordinates></LineString>","<LineString><coordinates>-111.934352,40.576870,0.0 -111.938741,40.576961,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1349->5219,114+04387,,1349,5219,Freeway,1,0.27260,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934352,40.576853,0.0 -111.929172,40.576723,0.0</coordinates></LineString>","<LineString><coordinates>-111.934352,40.576870,0.0 -111.929172,40.576740,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1349->11181,114+04388,,1349,11181,Freeway,1,0.30910,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934364,40.576859,0.0 -111.931043,40.573162,0.0</coordinates></LineString>","<LineString><coordinates>-111.934352,40.576870,0.0 -111.931031,40.573173,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1351->5209,114+04389,,1351,5209,Freeway,1,0.25240,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.943535,40.567984,0.0 -111.938738,40.568066,0.0</coordinates></LineString>","<LineString><coordinates>-111.943535,40.568001,0.0 -111.938738,40.568083,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1352->5209,114+04390,,1352,5209,Freeway,1,0.25160,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.933962,40.567893,0.0 -111.938737,40.568100,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.938738,40.568083,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1352->6256,114+04391,,1352,6256,Freeway,1,0.25400,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.933962,40.567859,0.0 -111.929138,40.568027,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.929139,40.568044,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1352->11181,114+04392,,1352,11181,Freeway,1,0.39660,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.933948,40.567868,0.0 -111.931016,40.573165,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.931031,40.573173,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1352->11261,114+04393,,1352,11261,Freeway,1,0.38630,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.933979,40.567878,0.0 -111.934628,40.562300,0.0</coordinates></LineString>","<LineString><coordinates>-111.933963,40.567876,0.0 -111.934612,40.562298,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1353->5589,114+04394,,1353,5589,Freeway,1,0.25640,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934249,40.584067,0.0 -111.934046,40.587780,0.0</coordinates></LineString>","<LineString><coordinates>-111.934266,40.584068,0.0 -111.934063,40.587781,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1353->11172,114+04395,,1353,11172,Freeway,1,0.23950,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934266,40.584085,0.0 -111.938819,40.584188,0.0</coordinates></LineString>","<LineString><coordinates>-111.934266,40.584068,0.0 -111.938819,40.584171,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1353->11173,114+04396,,1353,11173,Freeway,1,0.26480,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.934265,40.584051,0.0 -111.929245,40.584352,0.0</coordinates></LineString>","<LineString><coordinates>-111.934266,40.584068,0.0 -111.929246,40.584369,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1354->5592,114+04398,,1354,5592,Freeway,1,0.26270,7,20.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.923412,40.584049,0.0 -111.922159,40.587737,0.0</coordinates></LineString>","<LineString><coordinates>-111.923428,40.584054,0.0 -111.922175,40.587742,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1354->11173,114+04399,,1354,11173,Freeway,1,0.30670,7,20.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.923427,40.584071,0.0 -111.929245,40.584386,0.0</coordinates></LineString>","<LineString><coordinates>-111.923428,40.584054,0.0 -111.929246,40.584369,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1355->5219,114+04400,,1355,5219,Freeway,1,0.23290,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.924746,40.576649,0.0 -111.929172,40.576757,0.0</coordinates></LineString>","<LineString><coordinates>-111.924746,40.576632,0.0 -111.929172,40.576740,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1355->11183,114+04401,,1355,11183,Freeway,1,0.29520,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.924762,40.576627,0.0 -111.923422,40.572472,0.0</coordinates></LineString>","<LineString><coordinates>-111.924746,40.576632,0.0 -111.923406,40.572477,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1356->6255,114+04403,,1356,6255,Freeway,1,0.25270,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.924119,40.567161,0.0 -111.919631,40.565855,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.919626,40.565871,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1356->6256,114+04405,,1356,6256,Freeway,1,0.27100,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.924111,40.567193,0.0 -111.929136,40.568060,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.929139,40.568044,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1356->11183,114+04406,,1356,11183,Freeway,1,0.36740,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.924098,40.567175,0.0 -111.923390,40.572475,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.923406,40.572477,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1356->11259,114+04407,,1356,11259,Freeway,1,0.38230,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.924129,40.567185,0.0 -111.926752,40.562017,0.0</coordinates></LineString>","<LineString><coordinates>-111.924114,40.567177,0.0 -111.926737,40.562009,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1357->5174,114+04408,,1357,5174,Freeway,1,0.41710,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.914319,40.565108,0.0 -111.913886,40.559070,0.0</coordinates></LineString>","<LineString><coordinates>-111.914302,40.565109,0.0 -111.913869,40.559071,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1357->5588,114+04409,,1357,5588,Freeway,1,0.49550,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.914287,40.565115,0.0 -111.917003,40.571994,0.0</coordinates></LineString>","<LineString><coordinates>-111.914302,40.565109,0.0 -111.917018,40.571988,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1357->6255,114+04410,,1357,6255,Freeway,1,0.28490,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.914300,40.565125,0.0 -111.919624,40.565887,0.0</coordinates></LineString>","<LineString><coordinates>-111.914302,40.565109,0.0 -111.919626,40.565871,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1359->6185,114+04411,,1359,6185,Freeway,1,0.35860,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.911829,40.577706,0.0 -111.905519,40.575738,0.0</coordinates></LineString>","<LineString><coordinates>-111.911824,40.577722,0.0 -111.905514,40.575754,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1360->10850,114+04412,,1360,10850,Freeway,1,0.16510,7,20.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.901825,40.584043,0.0 -111.904166,40.585638,0.0</coordinates></LineString>","<LineString><coordinates>-111.901834,40.584029,0.0 -111.904175,40.585624,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1360->11489,114+04413,,1360,11489,Freeway,1,0.23730,7,20.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.901850,40.584033,0.0 -111.902668,40.580651,0.0</coordinates></LineString>","<LineString><coordinates>-111.901834,40.584029,0.0 -111.902652,40.580647,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1361->5728,114+04414,,1361,5728,Freeway,1,0.17050,7,20.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.902505,40.575670,0.0 -111.900807,40.573565,0.0</coordinates></LineString>","<LineString><coordinates>-111.902492,40.575680,0.0 -111.900794,40.573575,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1397->11261,114+04415,,1397,11261,Freeway,1,0.61120,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.936573,40.553561,0.0 -111.934596,40.562294,0.0</coordinates></LineString>","<LineString><coordinates>-111.936589,40.553565,0.0 -111.934612,40.562298,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,1404->11257,114+04416,,1404,11257,Freeway,1,0.13890,7,20.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.908169,40.571762,0.0 -111.908387,40.569756,0.0</coordinates></LineString>","<LineString><coordinates>-111.908153,40.571760,0.0 -111.908371,40.569754,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
300 West,0,3689->11507,114+04417,,3689,11507,Major arterial,1,0.09400,2,25.0,300.7,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.900749,40.562538,0.0 -111.902528,40.562410,0.0</coordinates></LineString>","<LineString><coordinates>-111.900748,40.562521,0.0 -111.902527,40.562393,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
500 West,0,4156->10849,114+04418,,4156,10849,Major arterial,1,0.09460,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.900958,40.585617,0.0 -111.900688,40.584261,0.0</coordinates></LineString>","<LineString><coordinates>-111.900942,40.585620,0.0 -111.900672,40.584264,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
500 West,0,4156->10850,114+04419,,4156,10850,Major arterial,1,0.17000,1,24.0,633.1,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.900942,40.585603,0.0 -111.904175,40.585607,0.0</coordinates></LineString>","<LineString><coordinates>-111.900942,40.585620,0.0 -111.904175,40.585624,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,4804->5106,114+04420,,4804,5106,Major arterial,1,0.26040,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910324,40.602331,0.0 -111.910285,40.598557,0.0</coordinates></LineString>","<LineString><coordinates>-111.910307,40.602331,0.0 -111.910268,40.598557,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,4804->5109,114+04421,,4804,5109,Major arterial,1,0.24890,1,29.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910290,40.602331,0.0 -111.910298,40.605939,0.0</coordinates></LineString>","<LineString><coordinates>-111.910307,40.602331,0.0 -111.910315,40.605939,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,4899->5030,114+04422,,4899,5030,Major arterial,1,0.26030,2,30.0,316.5,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910076,40.625783,0.0 -111.909974,40.621262,0.0</coordinates></LineString>","<LineString><coordinates>-111.910059,40.625783,0.0 -111.909957,40.621262,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,4952->1289,114+04423,,4952,1289,Freeway,1,0.24270,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.929251,40.616691,0.0 -111.933868,40.616724,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.933868,40.616707,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,4952->1290,114+04424,,4952,1290,Freeway,1,0.25160,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.929249,40.616657,0.0 -111.924500,40.617117,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.924502,40.617134,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,4952->5022,114+04425,VID14,4952,5022,Major arterial,1,0.50070,1,32.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929268,40.616674,0.0 -111.929180,40.609415,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.929163,40.609415,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
1300 West,0,4952->5440,114+04426,,4952,5440,Major arterial,1,0.39199,1,32.0,666.4,4,190.0,12.0,"",0.0,"<LineString><coordinates>-111.929234,40.616674,0.0 -111.929175,40.623484,0.0</coordinates></LineString>","<LineString><coordinates>-111.929251,40.616674,0.0 -111.929192,40.623484,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Cent,0,4958->1299,114+04427,,4958,1299,Freeway,1,0.19880,7,21.0,1428.6,1,220.0,12.0,"",0.0,"<LineString><coordinates>-111.910244,40.618518,0.0 -111.908066,40.616163,0.0</coordinates></LineString>","<LineString><coordinates>-111.910232,40.618529,0.0 -111.908054,40.616174,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,4958->5010,114+04428,,4958,5010,Principal arterial,1,0.14152,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910249,40.618528,0.0 -111.910076,40.616075,0.0</coordinates></LineString>","<LineString><coordinates>-111.910232,40.618529,0.0 -111.910059,40.616076,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,4958->5030,114+04429,,4958,5030,Principal arterial,1,0.15809,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910215,40.618527,0.0 -111.909940,40.621260,0.0</coordinates></LineString>","<LineString><coordinates>-111.910232,40.618529,0.0 -111.909957,40.621262,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Center St,0,5009->5027,114+04430,,5009,5027,Principal arterial,1,0.15080,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.913171,40.610453,0.0 -111.910313,40.610638,0.0</coordinates></LineString>","<LineString><coordinates>-111.913172,40.610470,0.0 -111.910314,40.610655,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Holden St,0,5009->5240,114+04431,,5009,5240,Principal arterial,1,0.29690,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.913156,40.610465,0.0 -111.911913,40.614664,0.0</coordinates></LineString>","<LineString><coordinates>-111.913172,40.610470,0.0 -111.911929,40.614669,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
7800 Sout,0,5009->5863,114+04432,,5009,5863,Principal arterial,1,0.19040,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.913173,40.610487,0.0 -111.916785,40.610282,0.0</coordinates></LineString>","<LineString><coordinates>-111.913172,40.610470,0.0 -111.916784,40.610265,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5010->4958,114+04433,,5010,4958,Principal arterial,1,0.14152,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910042,40.616077,0.0 -111.910215,40.618530,0.0</coordinates></LineString>","<LineString><coordinates>-111.910059,40.616076,0.0 -111.910232,40.618529,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
700 West,0,5010->5027,114+04434,,5010,5027,Principal arterial,1,0.31237,1,35.0,857.3,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910076,40.616077,0.0 -111.910331,40.610656,0.0</coordinates></LineString>","<LineString><coordinates>-111.910059,40.616076,0.0 -111.910314,40.610655,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
Holden St,0,5010->5240,114+04435,,5010,5240,Principal arterial,1,0.13471,2,36.0,407.2,3,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910069,40.616089,0.0 -111.911939,40.614682,0.0</coordinates></LineString>","<LineString><coordinates>-111.910059,40.616076,0.0 -111.911929,40.614669,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,0,0,0,
