RECORDNAME,INTID,NBL2,NBL,NBT,NBR,NBR2,SBL2,SBL,SBT,SBR,SBR2,EBL2,EBL,EBT,EBR,EBR2,WBL2,WBL,WBT,WBR,WBR2,NEL,NET,NER,NWL,NWT,NWR,SEL,SET,SER,SWL,SWT,SWR,PED,HOLD,
Speed,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,10,,,,,,,110,110,,,,,116,,,,,117,117,,,,,,,,,,,,,,,,
Dest Node,10,,,,,,,117,116,,,,,117,,,,,116,110,,,,,,,,,,,,,,,,
StreetName,10,,,,,,,Cent,Cent,,,,,Cent,,,,,Cent,,,,,,,,,,,,,,,,,
TurnVolume,10,,,,,,,0,0,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,
Lanes,10,,,,,,,7,7,,,,,7,,,,,7,0,,,,,,,,,,,,,,,,
Shared,10,,,,,,,0,0,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,
Width,10,,,,,,,12,12,,,,,12,,,,,12,12,,,,,,,,,,,,,,,,
Storage,10,,,,,,,0,0,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,
StLanes,10,,,,,,,0,0,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,
Grade,10,,,,,,,0,0,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,
Speed,10,,,,,,,21,21,,,,,21,,,,,21,21,,,,,,,,,,,,,,,,
Up Node,11,,,,,,,,84,,,,,118,,,,,,,,,,,,,,,,,,,,,,
Dest Node,11,,,,,,,,118,,,,,84,,,,,,,,,,,,,,,,,,,,,,
StreetName,11,,,,,,,,Cent,,,,,Cent,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,11,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Lanes,11,,,,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,
Shared,11,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Width,11,,,,,,,,12,,,,,12,,,,,,,,,,,,,,,,,,,,,,
Storage,11,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
StLanes,11,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Grade,11,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Speed,11,,,,,,,,21,,,,,21,,,,,,,,,,,,,,,,,,,,,,
Up Node,12,,77,,77,,,,,,,,,122,122,,,123,123,,,,,,,,,,,,,,,,,
Dest Node,12,,122,,123,,,,,,,,,123,77,,,77,122,,,,,,,,,,,,,,,,,
StreetName,12,,Cent,,,,,,,,,,,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,12,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Lanes,12,,7,,0,,,,,,,,,7,0,,,7,7,,,,,,,,,,,,,,,,,
Shared,12,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Width,12,,12,,12,,,,,,,,,12,12,,,12,12,,,,,,,,,,,,,,,,,
Storage,12,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
StLanes,12,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Grade,12,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Speed,12,,21,,21,,,,,,,,,21,21,,,21,21,,,,,,,,,,,,,,,,,
Up Node,13,,78,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,
Dest Node,13,,123,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,
StreetName,13,,Cent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,13,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,13,,7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Shared,13,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Width,13,,12,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
Storage,13,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,13,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Grade,13,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Speed,13,,21,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,
Up Node,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,17,,127,,127,,,,,,,,,59,59,,,64,64,,,,,,,,,,,,,,,,,
Dest Node,17,,59,,64,,,,,,,,,64,127,,,127,59,,,,,,,,,,,,,,,,,
StreetName,17,,Cent,,,,,,,,,,,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,17,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Lanes,17,,7,,0,,,,,,,,,7,0,,,7,7,,,,,,,,,,,,,,,,,
Shared,17,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Width,17,,12,,12,,,,,,,,,12,12,,,12,12,,,,,,,,,,,,,,,,,
Storage,17,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
StLanes,17,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Grade,17,,0,,0,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,
Speed,17,,21,,21,,,,,,,,,21,21,,,21,21,,,,,,,,,,,,,,,,,
Up Node,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StLanes,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grade,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up Node,19,,134,134,134,,,,,,,,58,58,58,,,92,92,92,,,,,,,,,,,,,,,,
Dest Node,19,,58,127,92,,,,,,,,127,92,134,,,134,58,127,,,,,,,,,,,,,,,,
StreetName,19,,Cent,Cent,,,,,,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,19,,0,0,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Lanes,19,,7,7,0,,,,,,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,19,,0,0,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,19,,12,12,12,,,,,,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,19,,0,0,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,19,,0,0,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,19,,0,0,0,,,,,,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,19,,21,21,21,,,,,,,,21,21,21,,,21,21,21,,,,,,,,,,,,,,,,
Up Node,20,,,,,,,77,,77,,,124,124,,,,,125,125,,,,,,,,,,,,,,,,
Dest Node,20,,,,,,,125,,124,,,77,125,,,,,124,77,,,,,,,,,,,,,,,,
StreetName,20,,,,,,,Cent,,,,,Cent,Cent,,,,,Cent,,,,,,,,,,,,,,,,,
TurnVolume,20,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Lanes,20,,,,,,,7,,0,,,7,7,,,,,7,0,,,,,,,,,,,,,,,,
Shared,20,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Width,20,,,,,,,12,,12,,,12,12,,,,,12,12,,,,,,,,,,,,,,,,
Storage,20,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
StLanes,20,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Grade,20,,,,,,,0,,0,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,
Speed,20,,,,,,,21,,21,,,21,21,,,,,21,21,,,,,,,,,,,,,,,,
Up Node,21,,,,,,,,,78,,,125,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,21,,,,,,,,,125,,,78,,,,,,,,,,,,,,,,,,,,,,,
StreetName,21,,,,,,,,,,,,Cent,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,21,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Lanes,21,,,,,,,,,0,,,7,,,,,,,,,,,,,,,,,,,,,,,
Shared,21,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Width,21,,,,,,,,,12,,,12,,,,,,,,,,,,,,,,,,,,,,,
Storage,21,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
StLanes,21,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Grade,21,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
Speed,21,,,,,,,,,16,,,16,,,,,,,,,,,,,,,,,,,,,,,
Up Node,22,,129,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,
Dest Node,22,,64,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,
StreetName,22,,Cent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,22,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,22,,7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Shared,22,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Width,22,,12,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
Storage,22,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,22,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Grade,22,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Speed,22,,21,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,
Up Node,23,,,,,,,129,129,129,,,92,92,92,,,91,91,91,,,,,,,,,,,,,,,,
Dest Node,23,,,,,,,91,133,92,,,129,91,133,,,133,92,129,,,,,,,,,,,,,,,,
StreetName,23,,,,,,,Cent,Cent,,,,Cent,Cent,,,,Cent,Cent,,,,,,,,,,,,,,,,,
TurnVolume,23,,,,,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Lanes,23,,,,,,,7,7,0,,,7,7,0,,,7,7,0,,,,,,,,,,,,,,,,
Shared,23,,,,,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Width,23,,,,,,,12,12,12,,,12,12,12,,,12,12,12,,,,,,,,,,,,,,,,
Storage,23,,,,,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
StLanes,23,,,,,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Grade,23,,,,,,,0,0,0,,,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,
Speed,23,,,,,,,21,21,21,,,21,21,21,,,21,21,21,,,,,,,,,,,,,,,,
Up Node,24,,55,55,,,,,,,,,91,,91,,,,,,,,,,,,,,,,,,,,,
Dest Node,24,,91,76,,,,,,,,,76,,55,,,,,,,,,,,,,,,,,,,,,
StreetName,24,,Cent,Cent,,,,,,,,,Cent,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,24,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,24,,7,7,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
Shared,24,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,24,,12,12,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,24,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,24,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,24,,0,0,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,24,,21,21,,,,,,,,,21,,21,,,,,,,,,,,,,,,,,,,,,
Up Node,25,,144,144,,,,,52,52,,,142,,142,,,,,,,,,,,,,,,,,,,,,
Dest Node,25,,142,52,,,,,144,142,,,52,,144,,,,,,,,,,,,,,,,,,,,,
StreetName,25,,Cent,Cent,,,,,Riverside,,,,Riverside,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,25,,0,0,,,,,0,45.0417,,,27,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,25,,7,7,,,,,1,0,,,1,,0,,,,,,,,,,,,,,,,,,,,,
Shared,25,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,25,,12,12,,,,,12,12,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,25,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,25,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,25,,0,0,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,25,,21,21,,,,,35,35,,,35,,35,,,,,,,,,,,,,,,,,,,,,
Up Node,26,,,,,,,143,,,,,,,,,,,,89,,,,,,,,,,,,,,,,
Dest Node,26,,,,,,,89,,,,,,,,,,,,143,,,,,,,,,,,,,,,,
StreetName,26,,,,,,,Cent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,26,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Lanes,26,,,,,,,7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Shared,26,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Width,26,,,,,,,12,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
Storage,26,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
StLanes,26,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Grade,26,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Speed,26,,,,,,,21,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
Up Node,27,,137,,,,,,,,,,82,,82,,,,,,,,,,,,,,,,,,,,,
Dest Node,27,,82,,,,,,,,,,102,,137,,,,,,,,,,,,,,,,,,,,,
StreetName,27,,Cent,,,,,,,,,,Cent,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,27,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Lanes,27,,7,,,,,,,,,,7,,0,,,,,,,,,,,,,,,,,,,,,
Shared,27,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Width,27,,12,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,
Storage,27,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
StLanes,27,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Grade,27,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
Speed,27,,16,,,,,,,,,,21,,21,,,,,,,,,,,,,,,,,,,,,
Up Node,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dest Node,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StreetName,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurnVolume,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanes,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shared,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storage,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
